,sents,labels
0,百五十八; 五百九十一,1
32794,六百十九; 四百三十五,0
32795,百三十七; 四百五十一,1
32796,九百五十; 八十三,0
32797,百五十; 三百六十五,1
32798,三百四十四; 十,0
32799,八百三十一; 七百五十,0
32800,九百十九; 百六十五,0
32801,七百二十四; 七十九,0
32802,六百六十五; 三百九十七,0
32803,三百八十; 九百十八,1
32804,五百七十一; 百五十六,0
32805,七百; 百一,0
32806,四十一; 三百三十一,1
32807,七百六十四; 百七十,0
32808,五百六十; 九百十三,1
32809,百四十八; 百五十九,1
32810,四百三十八; 八百二十六,1
32811,六百七十三; 四百五十一,0
32812,九百九十九; 五百一,0
32813,七百八十二; 四百八十五,0
32814,三百四十; 八百二,1
32815,八百十六; 七十二,0
32816,八百四; 四百六十一,0
32817,九百七十六; 七百七,0
32818,九百六十六; 四百九十,0
32819,九百十; 七百九,0
32820,六百五十七; 三百十八,0
32821,八百三十一; 九百九十五,1
32822,七百六十五; 二百三,0
32823,六十六; 二百六十八,1
32824,五百十四; 三百六十六,0
32825,七百九十二; 九百六,1
32826,九百九十三; 九百四十三,0
32827,七百八十八; 二百四十三,0
32828,四百四十七; 四百十九,0
32829,五百七十九; 六十八,0
32830,五百十七; 三百五十七,0
32831,二百六十; 九百七十,1
32832,百七十二; 七百六十九,1
32833,八百五十; 六百七,0
32834,百八十一; 二百二十二,1
32835,四百十五; 二百五十一,0
32836,六百五十七; 九百五十五,1
32837,八百二十三; 三百六十,0
32838,二百四十六; 二百二十四,0
32839,八百六十八; 三百五十五,0
32840,六百四十八; 五百六十七,0
32841,五百七十三; 三百六十二,0
32842,五百八十四; 二百十三,0
32843,五百七十; 四百二十一,0
32844,九百六十三; 百九十二,0
32845,四百五十; 六十二,0
32846,七百五; 五百九十二,0
32847,百十五; 六百六十八,1
32848,百一; 五百六十二,1
32849,八百九十二; 百十,0
32850,五百六十四; 七百十三,1
32851,七十九; 二百五十二,1
32852,七百四十; 八十六,0
32853,三十九; 二百五十五,1
32854,百四十四; 八百五,1
32855,三百七十一; 六百十八,1
32856,三百二十三; 五十五,0
32857,四百二十六; 三百八十五,0
32858,四百六十三; 二百五,0
32859,七百二十七; 五百七十二,0
32860,九百四十二; 四十,0
32861,四百六十八; 四百五十四,0
32862,百三十八; 百十三,0
32863,八十七; 四百四十,1
32864,四百五十三; 三百三十一,0
32865,八百三; 三百七十,0
32866,七百七十五; 九百十四,1
32867,九百三十一; 八百六,0
32868,四百九十七; 九百八十六,1
32869,百七十六; 七十六,0
32870,七百六十四; 七百八十六,1
32871,二百三十七; 三十五,0
32872,八百九十八; 四百十二,0
32873,九十七; 三百七十六,1
32874,九十六; 百九十二,1
32875,七百十六; 二百三十二,0
32876,八百十九; 九百二十七,1
32877,三百三十五; 三百七十五,1
32878,二百五十六; 六百四十九,1
32879,五百八十八; 七百十一,1
32880,二百七十九; 八十一,0
32881,五百二十五; 三百七十九,0
32882,九百十三; 五百四十四,0
32883,三百十三; 九百三十四,1
32884,八百六十七; 五百二十七,0
32885,四百九十五; 四,0
32886,五百十六; 七百四十五,1
32887,百十七; 八百九十八,1
32888,百十九; 六百五十七,1
32889,九百八十五; 六百九,0
32890,九百五十一; 四,0
32891,二十三; 三百九十一,1
32892,二百三; 四百三十四,1
32893,八百六十六; 九百二十五,1
32894,九百四十一; 七百八十七,0
32895,三百三十七; 八百五十四,1
32896,三十一; 二百九十六,1
32897,六百六十三; 四百三十六,0
32898,八百八十; 九百四十一,1
32899,八百八十八; 七百四十七,0
32900,九百五十; 五百十七,0
32901,二百十七; 十三,0
32902,三百六十九; 九百三十四,1
32903,三百八十二; 六百六十,1
32904,二百三十二; 八百七,1
32905,九十二; 八百二十八,1
32906,百四十三; 三百六十八,1
32907,百七十三; 四百七十七,1
32908,五百三十六; 九百九十一,1
32909,四百三十二; 六百五十九,1
32910,二百八十一; 五百五十五,1
32911,八十八; 九百三十四,1
32912,七百八十七; 四百六十二,0
32913,八百三十六; 六百九十二,0
32914,七百十六; 七百四十五,1
32915,二百六十四; 七百八十九,1
32916,九百八十四; 五百二十九,0
32917,三百六; 六百九十五,1
32918,百八; 六百六,1
32919,四百二十三; 八百二十二,1
32920,二百十; 二百六十二,1
32921,四百七十七; 三百七,0
32922,三百八十二; 五百,1
32923,九百九十七; 二百五十一,0
32924,九百八十一; 二百四,0
32925,六百二十三; 四百三,0
32926,四; 六百二十三,1
32927,九百二十九; 十五,0
32928,二百九十三; 五百二十九,1
32929,二百六十九; 三百五十六,1
32930,四百八十二; 八百二十六,1
32931,九百七; 七百二十七,0
32932,五百三十一; 四百七十五,0
32933,六百七十二; 百四十,0
32934,九百八十六; 三百七十七,0
32935,六百八十八; 六百十九,0
32936,二百九; 五百二十六,1
32937,五十六; 三百十四,1
32938,三百九; 四百六十,1
32939,九百八十三; 百四十六,0
32940,五百九十八; 四百七,0
32941,二百六十一; 四百二十,1
32942,四百二十九; 六百七十二,1
32943,九百九十七; 七十六,0
32944,九十; 五百七十七,1
32945,百九十七; 六百八十四,1
32946,八百五十四; 八百七十六,1
32947,九百二十九; 五百四,0
32948,五百二十九; 四百九十六,0
32949,七百三十二; 二百四十,0
32950,五百八十二; 八百三十三,1
32951,八百二十; 六百二十一,0
32952,五百八十; 四百二,0
32953,五百四十九; 八百七十五,1
32954,五百八十三; 三百六十,0
32955,五百四十; 八百四十二,1
32956,二百九十二; 五百二十九,1
32957,八百五十; 三百五十一,0
32958,三百二十四; 九百六十一,1
32959,百九; 七百二,1
32960,五百五十七; 九百七十,1
32961,八百七十四; 三百九十三,0
32962,四百七; 七百八十一,1
32963,三百九; 八百六十二,1
32964,九十; 四百八十七,1
32965,七百三十二; 百十九,0
32966,三百七十一; 二百六十六,0
32967,二百四十六; 百三十五,0
32968,六百七十七; 六百九十二,1
32969,九百三十四; 百八十二,0
32970,八百五十二; 四百十一,0
32971,七十二; 七百四十六,1
32972,三百七; 二百七,0
32973,九十七; 五百二十三,1
32974,八百七十六; 九百一,1
32975,九百二十八; 百八十一,0
32976,三百六十一; 百四十二,0
32977,六百七十; 三百七十三,0
32978,六百三十二; 百十三,0
32979,百四; 八百七十一,1
32980,二十一; 二百六十一,1
32981,六百七十五; 九百三十六,1
32982,百六十九; 六百四十四,1
32983,六百五十五; 三,0
32984,二百七十二; 四百七十,1
32985,百九; 八百三十九,1
32986,五十六; 四百六十九,1
32987,二百三十; 六百三十六,1
32988,二百五十五; 三十七,0
32989,二十五; 五十五,1
32990,六百四十四; 八百八十一,1
32991,四百二十一; 百七十二,0
32992,二百九十六; 五十九,0
32993,百八十八; 九百九十二,1
32994,九百四十四; 八百六,0
32995,九百五十九; 六百三十三,0
32996,三百三十五; 九十,0
32997,三百二十三; 三百十一,0
32998,八百五十六; 八百五十七,1
32999,四百八十; 四百十五,0
33000,九百七十四; 二百二十八,0
33001,七百六十二; 七百十六,0
33002,九百七; 百十一,0
33003,九百九十三; 五十八,0
33004,二百五十九; 三百五十二,1
33005,五十七; 八百三十九,1
33006,十八; 六百二十八,1
33007,二百四十五; 九百四十九,1
33008,八十二; 六百二十六,1
33009,四百八; 八百十八,1
33010,八百十七; 二百三十二,0
33011,四百九十; 三十,0
33012,七百六十七; 三百九十二,0
33013,七百三十九; 七百八十七,1
33014,七百六十八; 六百二十四,0
33015,六百三十九; 五百三十三,0
33016,三百三十八; 五百三十一,1
33017,四百八十一; 八百五十九,1
33018,四百六十七; 九百八十九,1
33019,六百九十四; 八百三十九,1
33020,八百六十四; 八百九十四,1
33021,四十六; 六百九十,1
33022,八百四十七; 四百五十四,0
33023,九百二十六; 六百九十七,0
33024,九百七十五; 百四十七,0
33025,四百三十九; 四百二,0
33026,三百三十; 六百六十一,1
33027,七百八; 六百七,0
33028,二百二十八; 三百九十五,1
33029,九百四十四; 九百五十五,1
33030,五十五; 七百十六,1
33031,四百七十七; 九百三十二,1
33032,百十六; 三百六十四,1
33033,三百九十; 七百五十三,1
33034,八百三十六; 七百五十四,0
33035,二百六; 二百五十,1
33036,八百九十二; 六百五十,0
33037,五百五十四; 二百八十,0
33038,九百七十四; 三百六十八,0
33039,二百七十四; 六百七十八,1
33040,九十五; 四百三十九,1
33041,百四十三; 七百二十九,1
33042,八百十六; 五百三十二,0
33043,六百二十五; 九百五十,1
33044,五百七十三; 八百九,1
33045,百六十二; 三百五十七,1
33046,八十九; 五百四十八,1
33047,二百三十一; 五百四十二,1
33048,三百三十九; 五百十一,1
33049,七十九; 七百七十一,1
33050,九百七十六; 三百六十一,0
33051,九百七十; 二百五十六,0
33052,九百二十八; 六百九十六,0
33053,六百九十一; 四百七十一,0
33054,百八十; 二百四十七,1
33055,三百四十六; 二百四,0
33056,二百七十二; 八百九,1
33057,六十五; 五百五十,1
33058,四百八十二; 八百八,1
33059,六百六十七; 三百二十八,0
33060,五百十九; 七百五十二,1
33061,七百九十六; 五百九,0
33062,九百二十七; 百四十一,0
33063,千; 三百六十一,0
33064,七十八; 五百六十五,1
33065,六百九十八; 八百七十二,1
33066,八百四; 四百八十,0
33067,百六十三; 四百八十七,1
33068,三百九; 三百八十一,1
33069,四百九十七; 三百四十五,0
33070,百九十二; 九百七十九,1
33071,六百七十二; 四百七十二,0
33072,百十三; 八百三十四,1
33073,七百十五; 百七十四,0
33074,三百二十九; 五百六十五,1
33075,二百五十三; 九百八十七,1
33076,三百十; 七百二十五,1
33077,三百三十六; 六百八,1
33078,三百九十三; 七百六十二,1
33079,九百六十六; 五百五十七,0
33080,二百五十五; 六百八十,1
33081,七百七; 六十七,0
33082,六百九十七; 九十八,0
33083,百六十三; 九百六十二,1
33084,八百十八; 五百七十三,0
33085,五百二十三; 六百二十四,1
33086,百七十一; 七百六十五,1
33087,五百十二; 五百八十五,1
33088,五百三十六; 九百二十四,1
33089,七百四十四; 八百九十七,1
33090,十八; 七百五十,1
33091,九百六十; 五百十三,0
33092,六十一; 百六十四,1
33093,五百七; 三十五,0
33094,四百八十七; 六百七十四,1
33095,十九; 百一,1
33096,二百四十; 九百七十八,1
33097,六百六十; 四百七十六,0
33098,七百二十七; 八百七十一,1
33099,百九十三; 三百九,1
33100,八十三; 三十九,0
33101,三百五; 百七十二,0
33102,三百十六; 七百九十六,1
33103,三百六十八; 九百七十四,1
33104,二百六十六; 九百六,1
33105,二百五十七; 二百六十三,1
33106,三百八十一; 八百三十五,1
33107,五百四十七; 百九十四,0
33108,六百三十六; 六百十八,0
33109,百六; 五,0
33110,九百六十六; 九百六十八,1
33111,六百九十二; 百九十,0
33112,六百七十八; 二十四,0
33113,二百二十五; 百九十四,0
33114,百三十九; 百六十,1
33115,八百五十八; 七百二十六,0
33116,二百二十八; 七百四,1
33117,二百七十三; 二百三十五,0
33118,二百五十三; 五百二十,1
33119,二百八十; 四百五,1
33120,八百五十; 百六,0
33121,七百七十九; 九百八,1
33122,二百八十七; 二百七,0
33123,四百六十八; 九百三十三,1
33124,九百九十九; 三百九十六,0
33125,七十; 三百二十六,1
33126,五百七十五; 八百七十六,1
33127,四百五十七; 九百二十,1
33128,九十七; 四百五十,1
33129,五百六十三; 六百,1
33130,九百二十六; 七百四十七,0
33131,二百八十三; 三百四十九,1
33132,三十三; 九百三十八,1
33133,八百四十七; 二百五十七,0
33134,八百九十五; 三百四十七,0
33135,八百三十; 九百七十五,1
33136,二百二十二; 九十,0
33137,十七; 二百十二,1
33138,百七十四; 四百八十四,1
33139,八百六十八; 八百三十七,0
33140,十四; 四百十九,1
33141,二十二; 五百五十三,1
33142,九百五; 九百三十四,1
33143,百五十三; 三百六十九,1
33144,二百十九; 四百十三,1
33145,三百四十六; 八百七十二,1
33146,二百二十二; 九百二十二,1
33147,九百三十五; 百四十,0
33148,二百四; 九百三十四,1
33149,八百十八; 五百六十九,0
33150,五百六十; 三百七十五,0
33151,六百九十二; 九百三,1
33152,七百三十二; 九十三,0
33153,七百八十三; 八百三十,1
33154,百五十; 百三十四,0
33155,百九十二; 九百五十,1
33156,百八十四; 二百三,1
33157,百六十一; 五百十二,1
33158,五百五十三; 二百十一,0
33159,八百六十三; 九百二十三,1
33160,五百七十三; 九百七十三,1
33161,五百十七; 三百三十一,0
33162,四百九十一; 八十五,0
33163,百九十八; 九百四十一,1
33164,百八十四; 二百三十六,1
33165,四百九十; 三百二十二,0
33166,五百十; 二十三,0
33167,八百六十六; 七百四十七,0
33168,百九十一; 二百四十二,1
33169,六百七十九; 七百五十四,1
33170,七百十七; 六百二十三,0
33171,百四十七; 七百一,1
33172,八百四十三; 二百三十六,0
33173,五百三; 七百六,1
33174,百二十八; 三百三十二,1
33175,七百二十九; 六十八,0
33176,四百八十四; 七百六十四,1
33177,五百十五; 五百十,0
33178,四百五十四; 八百十七,1
33179,七百九十五; 三百八十七,0
33180,百六十六; 八百九十一,1
33181,百七十四; 六百七十七,1
33182,二百十七; 六百十八,1
33183,七百九十; 四十七,0
33184,七百九十九; 六百二十九,0
33185,二百七十一; 七百二,1
33186,七百十八; 七百八十九,1
33187,二十三; 九百四,1
33188,三百八十一; 四,0
33189,三百七十三; 九百十,1
33190,八百八十八; 百七十三,0
33191,六十一; 六百五十一,1
33192,七百三十一; 九百二十七,1
33193,百八十四; 五百九十二,1
33194,八百五十八; 百八十,0
33195,六百七十三; 六百八十八,1
33196,五百七十九; 百七十八,0
33197,三百七十八; 二百八十五,0
33198,七百三十七; 八百四十四,1
33199,九百三十八; 三百六十一,0
33200,三百九十二; 六百九十四,1
33201,五百三十三; 三百四十二,0
33202,六百九十五; 八十五,0
33203,九百八十六; 五百九十一,0
33204,五百十三; 五百六十二,1
33205,百九十; 三十八,0
33206,三百十六; 九百四十二,1
33207,六百五十七; 百六十六,0
33208,百五; 二百六十四,1
33209,六百十八; 七百四十三,1
33210,四百十二; 五百七十五,1
33211,六百四十一; 四百二十,0
33212,二百六十; 九百一,1
33213,九百二十一; 七百九十五,0
33214,七百六; 七百七十三,1
33215,五百十二; 百八十三,0
33216,七百六十七; 四百四,0
33217,四百七十八; 二百七十一,0
33218,九百七十五; 八百七,0
33219,五百十四; 四百六十三,0
33220,九百十二; 四百三十七,0
33221,九百七十九; 百五十三,0
33222,六百十二; 五百九,0
33223,七百二十一; 百三十八,0
33224,六百二十一; 九百六十九,1
33225,七百九; 三百十六,0
33226,百一; 七百三十,1
33227,三百九十一; 四百六十九,1
33228,四百八十三; 二百四十二,0
33229,三百四十三; 三百七十一,1
33230,七百五十三; 七百二十九,0
33231,四百六十六; 七百八,1
33232,二百八十六; 九百四十二,1
33233,六百七十九; 五百八十,0
33234,百六十八; 三十七,0
33235,四百六十; 百二十五,0
33236,六百四十四; 六百九十八,1
33237,五十七; 三百四十一,1
33238,八百四十二; 三百十三,0
33239,四百五十; 三十三,0
33240,七百二十; 五百五十六,0
33241,三百五十; 三十,0
33242,六百五十二; 四百九十七,0
33243,七百八十三; 三百十一,0
33244,百七十九; 三百七十五,1
33245,八百三十六; 百四十八,0
33246,三百二; 六百六十八,1
33247,八百四十二; 八百二十八,0
33248,七百五十三; 百七十六,0
33249,三百六十七; 二百九十三,0
33250,六十九; 八十,1
33251,六百三十六; 三百三十七,0
33252,十四; 八百四十五,1
33253,九百五十一; 二百六十三,0
33254,二百八十; 二百七十九,0
33255,七百二十七; 三百二十六,0
33256,四百九十一; 八百,1
33257,三百三十九; 九百四十八,1
33258,六百二十九; 百七十四,0
33259,八百十; 百四十八,0
33260,八百三十七; 八百七十五,1
33261,五十三; 二百三十二,1
33262,四十三; 二百六十八,1
33263,八百四十四; 四百八十九,0
33264,二十四; 六百五十二,1
33265,六百四十; 九百四,1
33266,七百八十九; 五百二十三,0
33267,四百二十八; 九百七十六,1
33268,十二; 二百十六,1
33269,四百二十七; 三百十七,0
33270,二百七十二; 七百六十二,1
33271,百八十一; 二百六十一,1
33272,四百八十六; 六百七十三,1
33273,二百八十八; 六百五十七,1
33274,八百八十; 九百七,1
33275,百六十五; 八百四十二,1
33276,四百五十二; 八百二十四,1
33277,二百二十二; 七十七,0
33278,六百二十三; 百六十六,0
33279,五百四十三; 四百五十六,0
33280,七百二十九; 六百七十八,0
33281,八百六十七; 六百八十八,0
33282,八百六十二; 五百二十六,0
33283,九百三十; 七百十九,0
33284,三百三十七; 三百六十二,1
33285,三百八十一; 五十一,0
33286,七百八十; 七百七十六,0
33287,三百七十九; 九十七,0
33288,六百一; 六百九十七,1
33289,四十四; 七百九十一,1
33290,八百二十七; 五百九十一,0
33291,七百三; 二百六,0
33292,四百七十六; 百五十九,0
33293,五百六十四; 九百二十,1
33294,六百二十九; 五百四十二,0
33295,八百七十八; 五百六十四,0
33296,七十六; 八百十,1
33297,百五十一; 五百十二,1
33298,九百五十六; 五百九十八,0
33299,九十; 百九十九,1
33300,七百八十九; 二百九十七,0
33301,七百九; 四百七十八,0
33302,五百二十六; 八百四,1
33303,七百七十九; 八百八十三,1
33304,百五十八; 四百六十八,1
33305,二百四十; 七百二十七,1
33306,二百八十二; 百五十,0
33307,二百二十; 七百六十,1
33308,二百九十三; 六百二十八,1
33309,七百八十三; 六百八十三,0
33310,六百八十二; 百四十五,0
33311,七百十三; 五百七十四,0
33312,六百九十二; 七百四十一,1
33313,九百三十四; 二百六十九,0
33314,七百五十一; 五百十五,0
33315,五百三十三; 八百十五,1
33316,六十七; 九百二十一,1
33317,七百八十七; 七百九十九,1
33318,六百四十; 六百八十,1
33319,二百二十四; 三百二十五,1
33320,三百一; 七百二十六,1
33321,四百六十七; 九百九十五,1
33322,七百四十; 九百三十九,1
33323,三百七十八; 八百六十二,1
33324,四百六十一; 五百八十九,1
33325,六百四十八; 六十四,0
33326,九百五十九; 六百五十七,0
33327,四十八; 八百六十七,1
33328,七百七十六; 八百七十六,1
33329,百十一; 八百十六,1
33330,四百六十五; 九百六十九,1
33331,四百四十一; 六十一,0
33332,七百二十五; 八百,1
33333,八百六十; 九百二十七,1
33334,二百三十二; 四百九十四,1
33335,六百四; 百七,0
33336,九百六十九; 五百三十五,0
33337,六百四十九; 八百七十七,1
33338,三百六十九; 二百五十七,0
33339,三百二十九; 百九十八,0
33340,五十五; 七百十四,1
33341,五百二十一; 九百十七,1
33342,三百十二; 七百九十四,1
33343,三百九十二; 四百五十一,1
33344,四百七十二; 五百四十六,1
33345,九百四十四; 五十三,0
33346,八百七十三; 三百四十九,0
33347,二百六十一; 五百五十二,1
33348,百七十八; 五百二十四,1
33349,六百四十八; 五十七,0
33350,七百九十四; 七百六,0
33351,五百六十一; 六百五十六,1
33352,八百六十三; 三百四十七,0
33353,二百二十二; 五百十九,1
33354,六百三十九; 九十九,0
33355,二百二十; 四十九,0
33356,七百六十三; 六百三十五,0
33357,二百九十八; 四百三十八,1
33358,六百九十三; 九百八十,1
33359,八百十一; 三百二十九,0
33360,六百五十四; 五百三十,0
33361,六百八十一; 三百九十五,0
33362,九百三; 二百八十七,0
33363,七百二十七; 八十二,0
33364,百九十七; 二百五十六,1
33365,二百五十六; 四十八,0
33366,六百五; 九百七十三,1
33367,七百二十九; 四百六十六,0
33368,百三十四; 五百六十二,1
33369,六十二; 百七十,1
33370,二百七十三; 八百四十九,1
33371,百二十二; 三百二十一,1
33372,九百七十四; 八十四,0
33373,六百六十七; 五百四十三,0
33374,百五十六; 二十五,0
33375,四百十六; 百十,0
33376,二百二十二; 七百七十九,1
33377,百三十五; 四百六十一,1
33378,三百七十四; 九百二十四,1
33379,二百七十二; 七百五十八,1
33380,二百三十六; 八百十六,1
33381,七百八; 五百六,0
33382,七百三十七; 二百五,0
33383,三百七十七; 四百四十八,1
33384,五百十八; 五百七十七,1
33385,八百五十; 九百八十三,1
33386,六百二十六; 六十一,0
33387,二百二十五; 百二十一,0
33388,九百八十七; 三百八,0
33389,九十三; 四百四,1
33390,八百二十九; 八百六十七,1
33391,九百四十七; 百六十二,0
33392,二百七; 七百七十七,1
33393,二百三十八; 七百九十六,1
33394,三百四十七; 八百三十一,1
33395,二百三十四; 八百七十五,1
33396,五百八十九; 二百三十三,0
33397,七十六; 二百三十四,1
33398,五百八十三; 四百五十八,0
33399,四百二十七; 九百三,1
33400,六百九十三; 十九,0
33401,七百五十一; 八,0
33402,二百三十一; 八百九十八,1
33403,十一; 七百六十八,1
33404,五百九十五; 百五十,0
33405,二百十七; 八百九十八,1
33406,十七; 四十二,1
33407,二十八; 九百四十,1
33408,九百十一; 二百七十五,0
33409,三百三十二; 百,0
33410,九百六十六; 百三十八,0
33411,七百七十四; 五百三十七,0
33412,三百十六; 五百四十三,1
33413,九百三十七; 九十八,0
33414,七百八十三; 七百七十四,0
33415,六百十一; 四百一,0
33416,三百八十五; 八百十五,1
33417,五十四; 四百六十,1
33418,六百十九; 百八十九,0
33419,四百五十七; 六百十六,1
33420,八百九十七; 五百七十八,0
33421,九百十七; 七百四十六,0
33422,百六十五; 六百二十四,1
33423,六百三十八; 七百五十三,1
33424,九百十八; 六百十六,0
33425,六百八十四; 二百六十三,0
33426,十九; 七百九十三,1
33427,四百四十四; 百七十一,0
33428,六百四十九; 六百三十五,0
33429,六百六十三; 四百六十九,0
33430,七百七十二; 六百九十八,0
33431,七百五十六; 三十五,0
33432,百十七; 三百四十四,1
33433,八百二十三; 二百六十六,0
33434,六百九十一; 百八十三,0
33435,五百八十九; 百九十四,0
33436,八百二; 百二十五,0
33437,二百三十一; 五百三十六,1
33438,百八; 五十,0
33439,七百五十九; 五百七,0
33440,二百二十六; 七百六十二,1
33441,五百四; 八十五,0
33442,四百七十四; 百三十,0
33443,三百五十; 三百四十二,0
33444,七十六; 百八十九,1
33445,六百二十; 四百二,0
33446,九百十六; 八百五十六,0
33447,三百三十一; 百五十一,0
33448,三百八十五; 三百七十二,0
33449,四十一; 七百四十七,1
33450,五十; 九百九十一,1
33451,八百三十四; 百六,0
33452,四百六十二; 六百六十三,1
33453,六百三十四; 三百七十九,0
33454,四百三; 八百二十,1
33455,六百四十五; 四百五十,0
33456,二百二; 九百三,1
33457,五百七; 九百二十四,1
33458,四百十七; 四百四十六,1
33459,百九十三; 九百三十二,1
33460,百八十七; 八百五十九,1
33461,八百五十八; 四百三十五,0
33462,六百三十三; 七百三十七,1
33463,六十八; 五百九十四,1
33464,百三十七; 六百六十六,1
33465,九百六十五; 四百三十七,0
33466,五百八十一; 八百九十二,1
33467,二百三十六; 二百十七,0
33468,五百六十六; 九百二十七,1
33469,七百二; 百六十四,0
33470,九百七十五; 二百三十八,0
33471,二百三十; 五百八十八,1
33472,三百六十五; 四百一,1
33473,七百七十六; 八百九十八,1
33474,九百十三; 三百八,0
33475,四百二; 八百二十一,1
33476,五百; 五十五,0
33477,五百七十九; 二百五十九,0
33478,六百二十六; 百七,0
33479,八十六; 四百四十四,1
33480,四百十五; 九百八十四,1
33481,三十; 六百五十,1
33482,三百八十八; 二百三十七,0
33483,七百三十六; 五百十二,0
33484,六百; 三百九十二,0
33485,四百四十七; 九百八十,1
33486,四百九十四; 三百九十二,0
33487,六百二十; 六百四十四,1
33488,三百五十六; 三十八,0
33489,四百二十一; 五百六十六,1
33490,八百六十三; 三百四十七,0
33491,二百二十六; 九十八,0
33492,二百二十九; 五百三十二,1
33493,八百七十七; 六百十,0
33494,七百五十九; 七百七十三,1
33495,六百七十六; 六百六十三,0
33496,五百三十二; 六百五十一,1
33497,六百三十六; 六百五,0
33498,九百四十七; 二百十九,0
33499,八百四; 百三十八,0
33500,五十三; 四百三十八,1
33501,四百八; 二百六十九,0
33502,二百四十一; 三百十四,1
33503,三百六十八; 百九十四,0
33504,三百二十二; 五百二十一,1
33505,五百七十; 七百六十六,1
33506,四百六十二; 二百三,0
33507,四百九十; 九百六十四,1
33508,六百八十二; 七百六,1
33509,四百七; 百九十九,0
33510,九百九十八; 八百,0
33511,七百二十六; 百六十四,0
33512,千; 四百三十九,0
33513,百七十一; 五百十四,1
33514,六百四; 三百二,0
33515,五百五十一; 八百六十四,1
33516,九百八十六; 八百七十九,0
33517,三百四; 五百八十七,1
33518,九百四十九; 二百四十一,0
33519,三百八十九; 九十二,0
33520,百五十八; 六百七十九,1
33521,二百九十; 二百二十五,0
33522,三百三十一; 百九十四,0
33523,四百八十八; 四十七,0
33524,二百七十八; 七百八十九,1
33525,百六; 五百三十二,1
33526,四十五; 八百八十,1
33527,九百四十八; 百三十八,0
33528,五百二十二; 七百二十九,1
33529,六百八十九; 七百四十二,1
33530,六百七十六; 二百三十九,0
33531,五百七十五; 八百二十三,1
33532,二百四; 二百二,0
33533,四十二; 八百九,1
33534,七百二十四; 七百七十二,1
33535,三百九十五; 九百十一,1
33536,七百七十六; 五十六,0
33537,二百三; 八百三十一,1
33538,六百二十四; 二百二十九,0
33539,九百五十一; 九百九十六,1
33540,九百三十二; 八百十六,0
33541,六百九; 四百八十三,0
33542,六百七十八; 七百二十七,1
33543,六百八十九; 百四十六,0
33544,九百九十三; 八百二十六,0
33545,八百七; 五百七十五,0
33546,八百二十六; 六百二十,0
33547,百八; 七百七,1
33548,七百十一; 七百三十七,1
33549,六百六十六; 百十二,0
33550,四百九十九; 五百六十九,1
33551,四百五; 七百一,1
33552,九百八十; 三百九十七,0
33553,六十八; 三百二十一,1
33554,百九十二; 三百五十四,1
33555,三百十二; 百十四,0
33556,五百八十四; 七百八十九,1
33557,六百二十七; 九百三十二,1
33558,八百八十; 六百八十七,0
33559,八百八十一; 二百七十七,0
33560,二百八十四; 三百二十九,1
33561,七百四十五; 四百六十六,0
33562,百六十一; 二百八,1
33563,七百五十七; 四百十一,0
33564,六百二十二; 七百十四,1
33565,二百四十一; 二百四十,0
33566,九百八十六; 二百九十一,0
33567,五百三; 三百四十六,0
33568,五百三十; 三百四十二,0
33569,七百三十一; 二百九十,0
33570,五百八; 二百五十四,0
33571,八百三十二; 七百二十四,0
33572,六百五十八; 九百七十五,1
33573,五百六十六; 五百八十七,1
33574,二百四十五; 五百十一,1
33575,七百三十六; 七百五十二,1
33576,七百六十四; 三百九十九,0
33577,二百四; 七百四,1
33578,二百七十一; 四百八十九,1
33579,九十三; 九十七,1
33580,七百八十五; 九百六,1
33581,二百七十; 八百二十三,1
33582,四百五十九; 四十,0
33583,九百九十九; 三百三十六,0
33584,六百三十三; 五十一,0
33585,六百五十九; 三百八十三,0
33586,五百六十五; 三百九十七,0
33587,五百五十二; 四十一,0
33588,三百七十六; 三百二十二,0
33589,三百二十五; 百八十八,0
33590,四百十六; 三百三十四,0
33591,五百九十七; 百四十三,0
33592,三百十; 四百四十一,1
33593,三百四十三; 九百八十,1
33594,四百三十二; 七百十三,1
33595,八百八十二; 百六十,0
33596,六百十六; 三百四十,0
33597,四百五十九; 百八十七,0
33598,五百四十一; 五百二十七,0
33599,五百七; 三百十六,0
33600,四百八十六; 六百十三,1
33601,三百四十八; 五百五,1
33602,七百三十一; 七百二十七,0
33603,四百八十二; 二十五,0
33604,十一; 七百五十六,1
33605,九百六十一; 七百七十六,0
33606,二十一; 四百二十八,1
33607,三百四十三; 百五十,0
33608,四百六十一; 七百七十一,1
33609,五百二十二; 十五,0
33610,九百十三; 四百十一,0
33611,三百; 八百九十四,1
33612,九百五十三; 五百六,0
33613,二百八十二; 七百七十一,1
33614,百六十三; 九百二十七,1
33615,七百四十七; 七百六十四,1
33616,四百三十二; 九百八十六,1
33617,九百七十八; 二百五十三,0
33618,六百五十七; 五百七十九,0
33619,二百八十九; 四百二,1
33620,百七十六; 百七十九,1
33621,六十九; 五百七十,1
33622,三百四十八; 三百四十六,0
33623,二百八十四; 二百八十五,1
33624,四百二十二; 八百三十九,1
33625,二十六; 二百六十一,1
33626,百二十; 九百二十一,1
33627,八百二十二; 二百十六,0
33628,五百; 七百八十四,1
33629,八百十三; 五百六十二,0
33630,二百三十七; 九百九十五,1
33631,百四; 七百八十七,1
33632,百四十二; 十六,0
33633,六百九十二; 四百四十八,0
