,sents,labels
0,二千六百七十四つのリングがあります。; 千二百十八つのリングがあります。,0
5868,スメアゴルは千百四十九匹のハエを傷つけます。; スメアゴルは千六百二十匹のハエを傷つけます。,1
5869,九百七十五ドルかかります。; 三千七百九十一ドルかかります。,1
5870,千八百五十三ドルかかります。; 千二十七ドルかかります。,0
5871,二千二百四十五ドルかかります。; 三千七百六ドルかかります。,1
5872,部屋は九百五十六つのジャガイモで満たされていました。; 部屋は四千八百十四つのジャガイモで満たされていました。,1
5873,テーブルには三千九百三十五つのリンゴがありました。; テーブルには千八百二十四つのリンゴがありました。,0
5874,テーブルには二千五百三つのリンゴがありました。; テーブルには千八百七十五つのリンゴがありました。,0
5875,少年は四千九百五枚のコインを持っています。; 少年は二千八百四十九枚のコインを持っています。,0
5876,スメアゴルは八百七十九匹のハエを傷つけます。; スメアゴルは四千七十匹のハエを傷つけます。,1
5877,部屋は九百四十九つのジャガイモで満たされていました。; 部屋は二千九百四十一つのジャガイモで満たされていました。,1
5878,部屋は四千四百三十七つのジャガイモで満たされていました。; 部屋は三千八百八十つのジャガイモで満たされていました。,0
5879,千五百四ドルかかります。; 千九百十四ドルかかります。,1
5880,テーブルには千二百九十八つのリンゴがありました。; テーブルには三千九十六つのリンゴがありました。,1
5881,家には猫が七百三十二匹いました。; 家には猫が千三百八十匹いました。,1
5882,三千九百十七ドルかかります。; 三千六百五十ドルかかります。,0
5883,テーブルには二千二百五十つのリンゴがありました。; テーブルには七百三十九つのリンゴがありました。,0
5884,少年は七百四十枚のコインを持っています。; 少年は九百七十九枚のコインを持っています。,1
5885,アイゼンガードにホビット千九百七十六匹を連れて行く。; アイゼンガードにホビット三千百三十九匹を連れて行く。,1
5886,三千百四十一ドルかかります。; 千四百六ドルかかります。,0
5887,スメアゴルは千四百八十二匹のハエを傷つけます。; スメアゴルは五百七匹のハエを傷つけます。,0
5888,アイゼンガードにホビット千九百四匹を連れて行く。; アイゼンガードにホビット三百四十二匹を連れて行く。,0
5889,図書館には四千百十二冊の本があります。; 図書館には二千八百九十二冊の本があります。,0
5890,部屋は千九百六つのジャガイモで満たされていました。; 部屋は九百三十つのジャガイモで満たされていました。,0
5891,テーブルには四千二百五十一つのリンゴがありました。; テーブルには三千百十三つのリンゴがありました。,0
5892,スメアゴルは四千四百八匹のハエを傷つけます。; スメアゴルは三千八百七十三匹のハエを傷つけます。,0
5893,アイゼンガードにホビット千四百七十九匹を連れて行く。; アイゼンガードにホビット千二百十八匹を連れて行く。,0
5894,少年は三千八百七十一枚のコインを持っています。; 少年は三千九百二十七枚のコインを持っています。,1
5895,三千四十五つのリングがあります。; 四千三百九十九つのリングがあります。,1
5896,図書館には三千四百八十六冊の本があります。; 図書館には八百六十七冊の本があります。,0
5897,四千六百六十三つのリングがあります。; 三千五百七十六つのリングがあります。,0
5898,図書館には千三百二十九冊の本があります。; 図書館には三千九百六冊の本があります。,1
5899,四千七百二十七つのリングがあります。; 二千六百三十四つのリングがあります。,0
5900,スメアゴルは八十一匹のハエを傷つけます。; スメアゴルは六百八十一匹のハエを傷つけます。,1
5901,少年は二千五百五枚のコインを持っています。; 少年は千六百八十八枚のコインを持っています。,0
5902,彼は三千百十七個のオレンジを食べることができました。; 彼は四千九百四個のオレンジを食べることができました。,1
5903,三千七十五ドルかかります。; 四千二百五十ドルかかります。,1
5904,三千七百四十七つのリングがあります。; 二千八百八十四つのリングがあります。,0
5905,部屋は三千九百四十三つのジャガイモで満たされていました。; 部屋は四千九百一つのジャガイモで満たされていました。,1
5906,部屋は三千七百十九つのジャガイモで満たされていました。; 部屋は四千四百四十つのジャガイモで満たされていました。,1
5907,部屋は四百三十四つのジャガイモで満たされていました。; 部屋は四千三百二つのジャガイモで満たされていました。,1
5908,アイゼンガードにホビット三千二百十九匹を連れて行く。; アイゼンガードにホビット三百三十九匹を連れて行く。,0
5909,家には猫が三千三百六十五匹いました。; 家には猫が二千二百三十一匹いました。,0
5910,テーブルには百五十三つのリンゴがありました。; テーブルには四千七百十六つのリンゴがありました。,1
5911,千三百二十七ドルかかります。; 二千三百七十五ドルかかります。,1
5912,アイゼンガードにホビット三千八百九匹を連れて行く。; アイゼンガードにホビット二千二百二十匹を連れて行く。,0
5913,スメアゴルは四千九百五十四匹のハエを傷つけます。; スメアゴルは二千六百五十三匹のハエを傷つけます。,0
5914,アイゼンガードにホビット三千八百十八匹を連れて行く。; アイゼンガードにホビット千六百九十五匹を連れて行く。,0
5915,家には猫が四百十匹いました。; 家には猫が二百八十二匹いました。,0
5916,六百二十七つのリングがあります。; 千九百九十三つのリングがあります。,1
5917,テーブルには七百八十一つのリンゴがありました。; テーブルには千三百三十つのリンゴがありました。,1
5918,アイゼンガードにホビット四千三百三十七匹を連れて行く。; アイゼンガードにホビット千二百四十匹を連れて行く。,0
5919,少年は六十一枚のコインを持っています。; 少年は千五百十六枚のコインを持っています。,1
5920,アイゼンガードにホビット四千三百九十匹を連れて行く。; アイゼンガードにホビット千二百五十二匹を連れて行く。,0
5921,テーブルには千八百三十八つのリンゴがありました。; テーブルには千百九十七つのリンゴがありました。,0
5922,スメアゴルは四千七百十八匹のハエを傷つけます。; スメアゴルは千五百一匹のハエを傷つけます。,0
5923,テーブルには四百八十三つのリンゴがありました。; テーブルには百八十六つのリンゴがありました。,0
5924,家には猫が六百十四匹いました。; 家には猫が四千七百十二匹いました。,1
5925,彼は四千六百二十七個のオレンジを食べることができました。; 彼は三千十三個のオレンジを食べることができました。,0
5926,少年は八百二十七枚のコインを持っています。; 少年は四千八百三十三枚のコインを持っています。,1
5927,千六百十九ドルかかります。; 二千五百六十三ドルかかります。,1
5928,レゴラスは三千二十三人の小人を投げました。; レゴラスは千八百四十九人の小人を投げました。,0
5929,家には猫が四千三十四匹いました。; 家には猫が二千八十七匹いました。,0
5930,少年は三千二百七十七枚のコインを持っています。; 少年は四千九百九十一枚のコインを持っています。,1
5931,レゴラスは三千四百六十五人の小人を投げました。; レゴラスは千九百五十七人の小人を投げました。,0
5932,三千百四十九つのリングがあります。; 三千五百十四つのリングがあります。,1
5933,レゴラスは三千九百二十五人の小人を投げました。; レゴラスは三千二百四十三人の小人を投げました。,0
5934,レゴラスは五百四十人の小人を投げました。; レゴラスは三百十三人の小人を投げました。,0
5935,三千九百九十八つのリングがあります。; 三千二百五十つのリングがあります。,0
5936,少年は百二十九枚のコインを持っています。; 少年は五百二十二枚のコインを持っています。,1
5937,図書館には二千八百七十六冊の本があります。; 図書館には三千八百六十冊の本があります。,1
5938,レゴラスは千八百五十三人の小人を投げました。; レゴラスは二千四百二十人の小人を投げました。,1
5939,家には猫が千六十五匹いました。; 家には猫が三千八百八十三匹いました。,1
5940,図書館には百十二冊の本があります。; 図書館には三千五百二十冊の本があります。,1
5941,彼は三千二百三十二個のオレンジを食べることができました。; 彼は四千八百六十一個のオレンジを食べることができました。,1
5942,少年は千七百三十三枚のコインを持っています。; 少年は四百九十枚のコインを持っています。,0
5943,スメアゴルは三千四百五十六匹のハエを傷つけます。; スメアゴルは千八百四匹のハエを傷つけます。,0
5944,四千百三十七ドルかかります。; 三千四百十四ドルかかります。,0
5945,部屋は二千三百四十三つのジャガイモで満たされていました。; 部屋は三千七百六十七つのジャガイモで満たされていました。,1
5946,少年は千二百五十九枚のコインを持っています。; 少年は八百七十三枚のコインを持っています。,0
5947,テーブルには千四百六十三つのリンゴがありました。; テーブルには千百五十七つのリンゴがありました。,0
5948,少年は三千五百二十五枚のコインを持っています。; 少年は二千五百十六枚のコインを持っています。,0
5949,家には猫が千九百二十二匹いました。; 家には猫が四千二百六匹いました。,1
5950,彼は五百九十七個のオレンジを食べることができました。; 彼は四千三百二十八個のオレンジを食べることができました。,1
5951,図書館には三千五百九十九冊の本があります。; 図書館には千十五冊の本があります。,0
5952,スメアゴルは千九百六十七匹のハエを傷つけます。; スメアゴルは二千百四十匹のハエを傷つけます。,1
5953,九百八十六つのリングがあります。; 三千百七十二つのリングがあります。,1
5954,スメアゴルは三千三百九十三匹のハエを傷つけます。; スメアゴルは千二百匹のハエを傷つけます。,0
5955,四千五百七十つのリングがあります。; 二千四百十一つのリングがあります。,0
5956,千三百四十四ドルかかります。; 千七百八十三ドルかかります。,1
5957,レゴラスは千四百八十四人の小人を投げました。; レゴラスは千九百八十九人の小人を投げました。,1
5958,部屋は千二百十八つのジャガイモで満たされていました。; 部屋は三千五百一つのジャガイモで満たされていました。,1
5959,四千三十四ドルかかります。; 四百八十七ドルかかります。,0
5960,スメアゴルは二千五百九十八匹のハエを傷つけます。; スメアゴルは二千八百十三匹のハエを傷つけます。,1
5961,部屋は二千五十四つのジャガイモで満たされていました。; 部屋は四千八百三十四つのジャガイモで満たされていました。,1
5962,少年は二千五百三十六枚のコインを持っています。; 少年は二百六十二枚のコインを持っています。,0
5963,テーブルには三千十四つのリンゴがありました。; テーブルには四千七つのリンゴがありました。,1
5964,部屋は四千六百七十六つのジャガイモで満たされていました。; 部屋は千五百九十三つのジャガイモで満たされていました。,0
5965,部屋は二千七百五十六つのジャガイモで満たされていました。; 部屋は四千六百六十八つのジャガイモで満たされていました。,1
5966,部屋は四千百九十五つのジャガイモで満たされていました。; 部屋は二千七百五十一つのジャガイモで満たされていました。,0
5967,テーブルには三千二百四十四つのリンゴがありました。; テーブルには三千九百七十五つのリンゴがありました。,1
5968,千七十六つのリングがあります。; 千三百七十八つのリングがあります。,1
5969,テーブルには三千二百二十一つのリンゴがありました。; テーブルには二千八百三十九つのリンゴがありました。,0
5970,アイゼンガードにホビット三千五百二十九匹を連れて行く。; アイゼンガードにホビット二千七百一匹を連れて行く。,0
5971,レゴラスは二千四百九十人の小人を投げました。; レゴラスは二千三百七十六人の小人を投げました。,0
5972,家には猫が二千百七十五匹いました。; 家には猫が二千二百匹いました。,1
5973,彼は二百八十六個のオレンジを食べることができました。; 彼は四千九百二個のオレンジを食べることができました。,1
5974,スメアゴルは四千八百三十九匹のハエを傷つけます。; スメアゴルは二千八十三匹のハエを傷つけます。,0
5975,四千五百五十一つのリングがあります。; 二千四百五十七つのリングがあります。,0
5976,千四百八十九ドルかかります。; 四百二ドルかかります。,0
5977,スメアゴルは千七百五十一匹のハエを傷つけます。; スメアゴルは百三十二匹のハエを傷つけます。,0
5978,アイゼンガードにホビット三千四百二十匹を連れて行く。; アイゼンガードにホビット七百三十六匹を連れて行く。,0
5979,テーブルには千二百七十二つのリンゴがありました。; テーブルには四百七十一つのリンゴがありました。,0
5980,三千八百二十三ドルかかります。; 四千五十ドルかかります。,1
5981,二千九百四十九つのリングがあります。; 三千九百七つのリングがあります。,1
5982,図書館には四百七十一冊の本があります。; 図書館には千六百三十四冊の本があります。,1
5983,レゴラスは千九百四十四人の小人を投げました。; レゴラスは三千八百三十三人の小人を投げました。,1
5984,彼は千六百六十九個のオレンジを食べることができました。; 彼は四千七百六十九個のオレンジを食べることができました。,1
5985,レゴラスは三千八百二十四人の小人を投げました。; レゴラスは千五百八十六人の小人を投げました。,0
5986,百九十ドルかかります。; 千三百三ドルかかります。,1
5987,スメアゴルは千六百九十七匹のハエを傷つけます。; スメアゴルは四百四十七匹のハエを傷つけます。,0
5988,家には猫が四千七百六十八匹いました。; 家には猫が二千九百三十三匹いました。,0
5989,九百八十三ドルかかります。; 四千四百七十六ドルかかります。,1
5990,部屋は千六百三つのジャガイモで満たされていました。; 部屋は八百八十三つのジャガイモで満たされていました。,0
5991,レゴラスは二千百二十九人の小人を投げました。; レゴラスは四千九百八十八人の小人を投げました。,1
5992,二千二百十八ドルかかります。; 三千五百三十三ドルかかります。,1
5993,部屋は二千五百八十四つのジャガイモで満たされていました。; 部屋は六百九つのジャガイモで満たされていました。,0
5994,少年は千六百六十一枚のコインを持っています。; 少年は二百二十枚のコインを持っています。,0
5995,部屋は二千二百九十七つのジャガイモで満たされていました。; 部屋は九百七十四つのジャガイモで満たされていました。,0
5996,レゴラスは千六十九人の小人を投げました。; レゴラスは二千百四十四人の小人を投げました。,1
5997,テーブルには千五百三十八つのリンゴがありました。; テーブルには四千百五十五つのリンゴがありました。,1
5998,少年は五百四十四枚のコインを持っています。; 少年は四千四百四十一枚のコインを持っています。,1
5999,七百十四ドルかかります。; 四千七百九十五ドルかかります。,1
6000,テーブルには八百三つのリンゴがありました。; テーブルには二千九百四十三つのリンゴがありました。,1
6001,二千九十七ドルかかります。; 二千六百六十七ドルかかります。,1
6002,少年は三千九百五十二枚のコインを持っています。; 少年は三千百二十三枚のコインを持っています。,0
6003,テーブルには千二百二つのリンゴがありました。; テーブルには八百八十二つのリンゴがありました。,0
6004,彼は三千五百七十四個のオレンジを食べることができました。; 彼は四千百二十六個のオレンジを食べることができました。,1
6005,スメアゴルは二百三十七匹のハエを傷つけます。; スメアゴルは三千七百九十一匹のハエを傷つけます。,1
6006,スメアゴルは千五百九十二匹のハエを傷つけます。; スメアゴルは五百五十六匹のハエを傷つけます。,0
6007,部屋は四千八百三十つのジャガイモで満たされていました。; 部屋は四千九百八十つのジャガイモで満たされていました。,1
6008,テーブルには千三百八十つのリンゴがありました。; テーブルには二千九百二十八つのリンゴがありました。,1
6009,スメアゴルは四千九十二匹のハエを傷つけます。; スメアゴルは三千九百六匹のハエを傷つけます。,0
6010,三千三百九十四つのリングがあります。; 千五百二十九つのリングがあります。,0
6011,家には猫が二千六百五十九匹いました。; 家には猫が千八百七十六匹いました。,0
6012,アイゼンガードにホビット三千五百六十三匹を連れて行く。; アイゼンガードにホビット千六百九十一匹を連れて行く。,0
6013,家には猫が千二百六十八匹いました。; 家には猫が二千八百九十六匹いました。,1
6014,図書館には二千六百九冊の本があります。; 図書館には千百七冊の本があります。,0
6015,レゴラスは二千八十八人の小人を投げました。; レゴラスは千九百六十一人の小人を投げました。,0
6016,二百八十ドルかかります。; 千八百七十五ドルかかります。,1
6017,少年は千二百十八枚のコインを持っています。; 少年は千百八十五枚のコインを持っています。,0
6018,家には猫が二千六百三十七匹いました。; 家には猫が千三百五十六匹いました。,0
6019,少年は七百五十六枚のコインを持っています。; 少年は千百二十五枚のコインを持っています。,1
6020,彼は三千三百六十九個のオレンジを食べることができました。; 彼は四百四十五個のオレンジを食べることができました。,0
6021,図書館には千七百九十三冊の本があります。; 図書館には千七百十六冊の本があります。,0
6022,四千六百五十三ドルかかります。; 二千七百七十二ドルかかります。,0
6023,彼は四千八百五十個のオレンジを食べることができました。; 彼は三千二百六十五個のオレンジを食べることができました。,0
6024,スメアゴルは二千六百八十七匹のハエを傷つけます。; スメアゴルは二千八百八十六匹のハエを傷つけます。,1
6025,アイゼンガードにホビット三千四百八十四匹を連れて行く。; アイゼンガードにホビット三千五百四十匹を連れて行く。,1
6026,スメアゴルは四千九百七十八匹のハエを傷つけます。; スメアゴルは千匹のハエを傷つけます。,0
6027,部屋は千七十つのジャガイモで満たされていました。; 部屋は三百四十八つのジャガイモで満たされていました。,0
6028,レゴラスは千百五十三人の小人を投げました。; レゴラスは六百六十三人の小人を投げました。,0
6029,テーブルには千六百六十三つのリンゴがありました。; テーブルには三千七つのリンゴがありました。,1
6030,二百十六つのリングがあります。; 千八百四十四つのリングがあります。,1
6031,アイゼンガードにホビット三千九百五十三匹を連れて行く。; アイゼンガードにホビット三百三十六匹を連れて行く。,0
6032,三千七百八十四ドルかかります。; 二千三十一ドルかかります。,0
6033,アイゼンガードにホビット千四百六十四匹を連れて行く。; アイゼンガードにホビット四千百七十一匹を連れて行く。,1
6034,彼は四千九百二十九個のオレンジを食べることができました。; 彼は四千四百九十一個のオレンジを食べることができました。,0
6035,レゴラスは八百六十一人の小人を投げました。; レゴラスは八百二十八人の小人を投げました。,0
6036,彼は二千百五十八個のオレンジを食べることができました。; 彼は三千七百五十三個のオレンジを食べることができました。,1
6037,家には猫が三千百七匹いました。; 家には猫が二千百三十二匹いました。,0
6038,スメアゴルは二千百七十一匹のハエを傷つけます。; スメアゴルは千七十九匹のハエを傷つけます。,0
6039,スメアゴルは九百八十一匹のハエを傷つけます。; スメアゴルは八百八十四匹のハエを傷つけます。,0
6040,三百十三ドルかかります。; 千二百八十八ドルかかります。,1
6041,アイゼンガードにホビット二百十匹を連れて行く。; アイゼンガードにホビット五十五匹を連れて行く。,0
6042,レゴラスは四千七百五十人の小人を投げました。; レゴラスは四千五百八十八人の小人を投げました。,0
6043,彼は千三百五十六個のオレンジを食べることができました。; 彼は二千八百十八個のオレンジを食べることができました。,1
6044,彼は千百八十個のオレンジを食べることができました。; 彼は二千七百九十六個のオレンジを食べることができました。,1
6045,アイゼンガードにホビット五百四十八匹を連れて行く。; アイゼンガードにホビット二千百四十七匹を連れて行く。,1
6046,千九百十一ドルかかります。; 千九百五十三ドルかかります。,1
6047,レゴラスは二千五百八十一人の小人を投げました。; レゴラスは四千四百十人の小人を投げました。,1
6048,図書館には五十冊の本があります。; 図書館には六百四冊の本があります。,1
6049,八百九十七ドルかかります。; 九百十八ドルかかります。,1
6050,図書館には五百六十六冊の本があります。; 図書館には二千二百三十九冊の本があります。,1
6051,スメアゴルは百二匹のハエを傷つけます。; スメアゴルは二千五百八十七匹のハエを傷つけます。,1
6052,アイゼンガードにホビット三千八百四匹を連れて行く。; アイゼンガードにホビット二千六百八十九匹を連れて行く。,0
6053,レゴラスは二千三百六十四人の小人を投げました。; レゴラスは二千七百三人の小人を投げました。,1
6054,図書館には四千六百八十九冊の本があります。; 図書館には二千六百四十八冊の本があります。,0
6055,レゴラスは四千九百四十三人の小人を投げました。; レゴラスは三千六十五人の小人を投げました。,0
6056,千五百七十八ドルかかります。; 千五百四十六ドルかかります。,0
6057,スメアゴルは四千四百十七匹のハエを傷つけます。; スメアゴルは二千七百八十七匹のハエを傷つけます。,0
6058,アイゼンガードにホビット千五百九十三匹を連れて行く。; アイゼンガードにホビット四千四百五十八匹を連れて行く。,1
6059,アイゼンガードにホビット千三百二十五匹を連れて行く。; アイゼンガードにホビット千二百九十匹を連れて行く。,0
6060,彼は千七百七十一個のオレンジを食べることができました。; 彼は三十二個のオレンジを食べることができました。,0
6061,レゴラスは七百九十二人の小人を投げました。; レゴラスは百八十五人の小人を投げました。,0
6062,少年は四十五枚のコインを持っています。; 少年は二千七百六十一枚のコインを持っています。,1
6063,少年は三千三百六十四枚のコインを持っています。; 少年は三枚のコインを持っています。,0
6064,九百五十八ドルかかります。; 六百六ドルかかります。,0
6065,レゴラスは四千四百九十九人の小人を投げました。; レゴラスは三千四百二人の小人を投げました。,0
6066,少年は二千六百四十一枚のコインを持っています。; 少年は千六百四枚のコインを持っています。,0
6067,三千八百三十三つのリングがあります。; 三千百二十つのリングがあります。,0
6068,アイゼンガードにホビット八百十一匹を連れて行く。; アイゼンガードにホビット四千四百八十九匹を連れて行く。,1
6069,少年は四千九百八十七枚のコインを持っています。; 少年は四千六百六十三枚のコインを持っています。,0
6070,少年は四千六百八十五枚のコインを持っています。; 少年は二千八百五十六枚のコインを持っています。,0
6071,アイゼンガードにホビット千二百四十八匹を連れて行く。; アイゼンガードにホビット二千四百九十九匹を連れて行く。,1
6072,部屋は四千二百四十四つのジャガイモで満たされていました。; 部屋は四千三百八十つのジャガイモで満たされていました。,1
6073,図書館には四千二百三十六冊の本があります。; 図書館には千三百五冊の本があります。,0
6074,レゴラスは四千八百八十二人の小人を投げました。; レゴラスは二千二百六十二人の小人を投げました。,0
6075,部屋は三千三百七十つのジャガイモで満たされていました。; 部屋は千八百七十八つのジャガイモで満たされていました。,0
6076,図書館には三千四百四十七冊の本があります。; 図書館には千六百四十五冊の本があります。,0
6077,レゴラスは二千九百九十五人の小人を投げました。; レゴラスは二千七百二十五人の小人を投げました。,0
6078,アイゼンガードにホビット四百七匹を連れて行く。; アイゼンガードにホビット四千八百七十七匹を連れて行く。,1
6079,スメアゴルは百四十五匹のハエを傷つけます。; スメアゴルは三千七百三十五匹のハエを傷つけます。,1
6080,テーブルには千六百九十九つのリンゴがありました。; テーブルには九百三十一つのリンゴがありました。,0
6081,テーブルには三千九百八十一つのリンゴがありました。; テーブルには四千二百十つのリンゴがありました。,1
6082,少年は三千六百十一枚のコインを持っています。; 少年は五百二十二枚のコインを持っています。,0
6083,彼は千三百八十九個のオレンジを食べることができました。; 彼は千六百八十一個のオレンジを食べることができました。,1
6084,彼は四百二十個のオレンジを食べることができました。; 彼は二百十五個のオレンジを食べることができました。,0
6085,スメアゴルは三千八匹のハエを傷つけます。; スメアゴルは八百六十二匹のハエを傷つけます。,0
6086,テーブルには千八百九十二つのリンゴがありました。; テーブルには千九百七十三つのリンゴがありました。,1
6087,レゴラスは二千九十二人の小人を投げました。; レゴラスは四百十六人の小人を投げました。,0
6088,少年は三千八百八十八枚のコインを持っています。; 少年は三千五百六十二枚のコインを持っています。,0
6089,図書館には五百七冊の本があります。; 図書館には二千八百三十一冊の本があります。,1
6090,千二百二つのリングがあります。; 三千二百四十六つのリングがあります。,1
6091,レゴラスは八百十七人の小人を投げました。; レゴラスは四千七百八十七人の小人を投げました。,1
6092,部屋は五百三十七つのジャガイモで満たされていました。; 部屋は二千九百六十二つのジャガイモで満たされていました。,1
6093,テーブルには三千百六十つのリンゴがありました。; テーブルには八百三十八つのリンゴがありました。,0
6094,彼は千五百一個のオレンジを食べることができました。; 彼は三百七十九個のオレンジを食べることができました。,0
6095,彼は二千二十八個のオレンジを食べることができました。; 彼は三千三百二十一個のオレンジを食べることができました。,1
6096,部屋は四千五百七十つのジャガイモで満たされていました。; 部屋は四千百四十一つのジャガイモで満たされていました。,0
6097,レゴラスは六百七十七人の小人を投げました。; レゴラスは千三百十人の小人を投げました。,1
6098,部屋は四千五百四つのジャガイモで満たされていました。; 部屋は千四百七十七つのジャガイモで満たされていました。,0
6099,少年は三千七百八十四枚のコインを持っています。; 少年は千三百七十六枚のコインを持っています。,0
6100,図書館には四千三百七十七冊の本があります。; 図書館には千八百七十八冊の本があります。,0
6101,スメアゴルは千四百五十一匹のハエを傷つけます。; スメアゴルは四千四百四十一匹のハエを傷つけます。,1
6102,テーブルには四千六百十九つのリンゴがありました。; テーブルには千二百五十四つのリンゴがありました。,0
6103,少年は千三百三十四枚のコインを持っています。; 少年は四千十八枚のコインを持っています。,1
6104,図書館には六百九十三冊の本があります。; 図書館には千六十二冊の本があります。,1
6105,家には猫が千五百四匹いました。; 家には猫が四千四百四十匹いました。,1
6106,彼は四千二百五十三個のオレンジを食べることができました。; 彼は二千二百八十六個のオレンジを食べることができました。,0
6107,家には猫が九百七十三匹いました。; 家には猫が四千九百六十二匹いました。,1
6108,部屋は七百五十八つのジャガイモで満たされていました。; 部屋は二千九百七十八つのジャガイモで満たされていました。,1
6109,テーブルには二千二百六十九つのリンゴがありました。; テーブルには四千四百九つのリンゴがありました。,1
6110,彼は二千七百二十個のオレンジを食べることができました。; 彼は二千八十五個のオレンジを食べることができました。,0
6111,スメアゴルは六百五十九匹のハエを傷つけます。; スメアゴルは五百四十九匹のハエを傷つけます。,0
6112,千九百九ドルかかります。; 千三百十ドルかかります。,0
6113,テーブルには三百六十六つのリンゴがありました。; テーブルには三千二百五十九つのリンゴがありました。,1
6114,彼は四千八百九十四個のオレンジを食べることができました。; 彼は千三百九十個のオレンジを食べることができました。,0
6115,テーブルには千四百五十七つのリンゴがありました。; テーブルには二百六十四つのリンゴがありました。,0
6116,レゴラスは四千三百八十三人の小人を投げました。; レゴラスは二千六百七十七人の小人を投げました。,0
6117,家には猫が十四匹いました。; 家には猫が八百十七匹いました。,1
6118,レゴラスは三千三百六十人の小人を投げました。; レゴラスは二十八人の小人を投げました。,0
6119,部屋は四千五百二十四つのジャガイモで満たされていました。; 部屋は三千二百七十一つのジャガイモで満たされていました。,0
6120,彼は三百五十二個のオレンジを食べることができました。; 彼は二千五百四十九個のオレンジを食べることができました。,1
6121,家には猫が四千九百二十二匹いました。; 家には猫が四千百三十五匹いました。,0
6122,家には猫が四千三百四十九匹いました。; 家には猫が四千四百二十七匹いました。,1
6123,図書館には二百三十一冊の本があります。; 図書館には三千三百六十六冊の本があります。,1
6124,家には猫が四千九百七十三匹いました。; 家には猫が四千六十五匹いました。,0
6125,部屋は二千百四つのジャガイモで満たされていました。; 部屋は四千五百八十八つのジャガイモで満たされていました。,1
6126,部屋は千七百十七つのジャガイモで満たされていました。; 部屋は四千五百九つのジャガイモで満たされていました。,1
6127,スメアゴルは二千七百六十九匹のハエを傷つけます。; スメアゴルは千四百六十七匹のハエを傷つけます。,0
6128,図書館には四千十五冊の本があります。; 図書館には三千二十五冊の本があります。,0
6129,部屋は四千六百六十七つのジャガイモで満たされていました。; 部屋は三千六百八十三つのジャガイモで満たされていました。,0
6130,部屋は千七十五つのジャガイモで満たされていました。; 部屋は三千六百十八つのジャガイモで満たされていました。,1
6131,千八百六十八ドルかかります。; 六百八十二ドルかかります。,0
6132,アイゼンガードにホビット六百九十七匹を連れて行く。; アイゼンガードにホビット千九百三十一匹を連れて行く。,1
6133,部屋は二千三百二十つのジャガイモで満たされていました。; 部屋は千三百六十九つのジャガイモで満たされていました。,0
6134,彼は千九百七十二個のオレンジを食べることができました。; 彼は七百九十七個のオレンジを食べることができました。,0
6135,部屋は二千六百八十つのジャガイモで満たされていました。; 部屋は六百十六つのジャガイモで満たされていました。,0
6136,スメアゴルは二千五百七十二匹のハエを傷つけます。; スメアゴルは二千六百十五匹のハエを傷つけます。,1
6137,家には猫が三千八十七匹いました。; 家には猫が三千五百十四匹いました。,1
6138,レゴラスは五百八十五人の小人を投げました。; レゴラスは千四百四十八人の小人を投げました。,1
6139,図書館には三千二百八十一冊の本があります。; 図書館には四千二百四冊の本があります。,1
6140,スメアゴルは四千百八十五匹のハエを傷つけます。; スメアゴルは四千五百二十一匹のハエを傷つけます。,1
6141,図書館には六百四十冊の本があります。; 図書館には二千八百四十一冊の本があります。,1
6142,アイゼンガードにホビット六百二十六匹を連れて行く。; アイゼンガードにホビット四千六百三十匹を連れて行く。,1
6143,部屋は三千三百二十二つのジャガイモで満たされていました。; 部屋は二十九つのジャガイモで満たされていました。,0
6144,スメアゴルは九百七匹のハエを傷つけます。; スメアゴルは千四百三十九匹のハエを傷つけます。,1
6145,彼は四千五百四十八個のオレンジを食べることができました。; 彼は千七百七十五個のオレンジを食べることができました。,0
6146,スメアゴルは千八百七匹のハエを傷つけます。; スメアゴルは四千百五十二匹のハエを傷つけます。,1
6147,図書館には三千六百八十一冊の本があります。; 図書館には六百九冊の本があります。,0
6148,千七百四十七ドルかかります。; 二千七十ドルかかります。,1
6149,アイゼンガードにホビット二千百五十三匹を連れて行く。; アイゼンガードにホビット二千八百四十匹を連れて行く。,1
6150,少年は三千百十七枚のコインを持っています。; 少年は二千二百五十二枚のコインを持っています。,0
6151,三千三十八つのリングがあります。; 二千七百つのリングがあります。,0
6152,テーブルには四千六百十八つのリンゴがありました。; テーブルには六百四十五つのリンゴがありました。,0
6153,二千七百九十七つのリングがあります。; 四千三百五十七つのリングがあります。,1
6154,二千百七十一ドルかかります。; 四千四百八十ドルかかります。,1
6155,テーブルには三千百五十五つのリンゴがありました。; テーブルには三千八百三十七つのリンゴがありました。,1
6156,彼は四千九百九十一個のオレンジを食べることができました。; 彼は四千九百九個のオレンジを食べることができました。,0
6157,彼は二千七百六十一個のオレンジを食べることができました。; 彼は三千九百三十四個のオレンジを食べることができました。,1
6158,少年は四千五百五十四枚のコインを持っています。; 少年は三千二百七十七枚のコインを持っています。,0
6159,部屋は四千六十七つのジャガイモで満たされていました。; 部屋は三千六百六十二つのジャガイモで満たされていました。,0
6160,少年は千九百十七枚のコインを持っています。; 少年は三千四百四十五枚のコインを持っています。,1
6161,レゴラスは二千五百三十一人の小人を投げました。; レゴラスは二千二百六十七人の小人を投げました。,0
